anime_id,title,title_english,title_synonyms,type,source,episodes,status,aired_string,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast,related,producer,licensor,studio,genre,duration_min,aired_from_year
14407,Persona 3 the Movie 1: Spring of Birth,Persona 3 the Movie: #1 Spring of Birth,"Shin Megami Tensei: Persona 3, P3M",Movie,Game,1,Finished Airing,23-Nov-13,"{'from': '2013-11-23', 'to': '2013-11-23'}",1 hr. 38 min.,R - 17+ (violence & profanity),7.73,31045,1049,1287,63096,377,,,"{'Adaptation': [{'mal_id': 2566, 'type': 'manga', 'url': 'https://myanimelist.net/manga/2566/Persona_3', 'title': 'Persona 3'}], 'Other': [{'mal_id': 3366, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3366/Persona__Trinity_Soul', 'title': 'Persona: Trinity Soul'}], 'Alternative setting': [{'mal_id': 10588, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10588/Persona_4_the_Animation', 'title': 'Persona 4 the Animation'}, {'mal_id': 31645, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31645/Persona_5_the_Animation__The_Day_Breakers', 'title': 'Persona 5 the Animation: The Day Breakers'}, {'mal_id': 36023, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36023/Persona_5_the_Animation', 'title': 'Persona 5 the Animation'}], 'Sequel': [{'mal_id': 21473, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21473/Persona_3_the_Movie_2__Midsummer_Knights_Dream', 'title': 'Persona 3 the Movie 2: Midsummer Knight&#039;s Dream'}]}","Aniplex, Yomiko Advertising, Atlus",Aniplex of America,AIC A.S.T.A.,"Action, Supernatural, Fantasy",98,2013
14467,K,K,"K-Project, K -eine weitere Geschichte-",TV,Original,13,Finished Airing,"Oct 5, 2012 to Dec 28, 2012","{'from': '2012-10-05', 'to': '2012-12-28'}",24 min. per ep.,PG-13 - Teens 13 or older,7.68,206756,1153,121,400975,5363,Fall 2012,Thursdays at Unknown,"{'Adaptation': [{'mal_id': 41435, 'type': 'manga', 'url': 'https://myanimelist.net/manga/41435/K__Memory_of_Red', 'title': 'K: Memory of Red'}, {'mal_id': 45451, 'type': 'manga', 'url': 'https://myanimelist.net/manga/45451/K__Stray_Dog_Story', 'title': 'K: Stray Dog Story'}, {'mal_id': 47028, 'type': 'manga', 'url': 'https://myanimelist.net/manga/47028/K_Side_Blue', 'title': 'K Side:Blue'}, {'mal_id': 47030, 'type': 'manga', 'url': 'https://myanimelist.net/manga/47030/K_Side_Red', 'title': 'K Side:Red'}, {'mal_id': 51769, 'type': 'manga', 'url': 'https://myanimelist.net/manga/51769/K_Side_Black___White', 'title': 'K Side:Black & White'}, {'mal_id': 59675, 'type': 'manga', 'url': 'https://myanimelist.net/manga/59675/K__Days_of_Blue', 'title': 'K: Days of Blue'}, {'mal_id': 61999, 'type': 'manga', 'url': 'https://myanimelist.net/manga/61999/K__The_First', 'title': 'K: The First'}, {'mal_id': 62001, 'type': 'manga', 'url': 'https://myanimelist.net/manga/62001/Gakuen_K', 'title': 'Gakuen K'}, {'mal_id': 69399, 'type': 'manga', 'url': 'https://myanimelist.net/manga/69399/K__Lost_Small_World', 'title': 'K: Lost Small World'}], 'Sequel': [{'mal_id': 16904, 'type': 'anime', 'url': 'https://myanimelist.net/anime/16904/K__Missing_Kings', 'title': 'K: Missing Kings'}], 'Other': [{'mal_id': 33248, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33248/K__Seven_Stories_Movie_1_-_R_B_-_Blaze', 'title': 'K: Seven Stories Movie 1 - R:B - Blaze'}]}","Starchild Records, Mainichi Broadcasting System, KlockWorx",Viz Media,GoHands,"Action, Super Power, Supernatural",24,2012
14511,Minami-ke Tadaima,,Minami-ke 4th Season,TV,Manga,13,Finished Airing,"Jan 6, 2013 to Mar 31, 2013","{'from': '2013-01-06', 'to': '2013-03-31'}",24 min. per ep.,PG-13 - Teens 13 or older,7.76,18031,972,1827,38390,64,Winter 2013,Unknown,"{'Adaptation': [{'mal_id': 2629, 'type': 'manga', 'url': 'https://myanimelist.net/manga/2629/Minami-ke', 'title': 'Minami-ke'}], 'Prequel': [{'mal_id': 14575, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14575/Minami-ke_Omatase', 'title': 'Minami-ke Omatase'}], 'Sequel': [{'mal_id': 20221, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20221/Minami-ke_Natsuyasumi', 'title': 'Minami-ke Natsuyasumi'}]}",,Funimation,feel.,"Comedy, School, Slice of Life",24,2013
14513,Magi: The Labyrinth of Magic,Magi: The Labyrinth of Magic,Magi Season 1,TV,Manga,25,Finished Airing,"Oct 7, 2012 to Mar 31, 2013","{'from': '2012-10-07', 'to': '2013-03-31'}",24 min. per ep.,PG-13 - Teens 13 or older,8.21,249087,305,91,467663,6126,Fall 2012,Unknown,"{'Adaptation': [{'mal_id': 14790, 'type': 'manga', 'url': 'https://myanimelist.net/manga/14790/Magi', 'title': 'Magi'}], 'Sequel': [{'mal_id': 18115, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18115/Magi__The_Kingdom_of_Magic', 'title': 'Magi: The Kingdom of Magic'}], 'Prequel': [{'mal_id': 31741, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31741/Magi__Sinbad_no_Bouken_TV', 'title': 'Magi: Sinbad no Bouken (TV)'}]}","Aniplex, Dentsu, Shogakukan Productions, Mainichi Broadcasting System, Movic, GYAO!",Aniplex of America,A-1 Pictures,"Action, Adventure, Fantasy, Magic, Shounen",24,2012
14515,Sasami-san@Ganbaranai,,"Sasami-san at Ganbaranai, Sasami-san@Unmotivated",TV,Light novel,12,Finished Airing,"Jan 11, 2013 to Mar 29, 2013","{'from': '2013-01-11', 'to': '2013-03-29'}",24 min. per ep.,PG-13 - Teens 13 or older,6.72,21162,4675,1261,64566,124,Winter 2013,Unknown,"{'Adaptation': [{'mal_id': 39349, 'type': 'manga', 'url': 'https://myanimelist.net/manga/39349/Sasami-sanGanbaranai', 'title': 'Sasami-san@Ganbaranai'}]}","Aniplex, TBS",Sentai Filmworks,Shaft,"Comedy, Romance, Supernatural",24,2013
14527,Medaka Box Abnormal,Medaka Box Abnormal,Medaka Box 2,TV,Manga,12,Finished Airing,"Oct 11, 2012 to Dec 27, 2012","{'from': '2012-10-11', 'to': '2012-12-27'}",24 min. per ep.,PG-13 - Teens 13 or older,7.57,45874,1431,965,87878,231,Fall 2012,Thursdays at 01:35 (JST),"{'Adaptation': [{'mal_id': 13949, 'type': 'manga', 'url': 'https://myanimelist.net/manga/13949/Medaka_Box', 'title': 'Medaka Box'}], 'Prequel': [{'mal_id': 11761, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11761/Medaka_Box', 'title': 'Medaka Box'}]}","TV Tokyo, Lantis, Hakoniwa Academy Student Council",Sentai Filmworks,"Gainax, Asahi Production","Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",24,2012
14575,Minami-ke Omatase,,,OVA,Manga,1,Finished Airing,5-Oct-12,"{'from': '2012-10-05', 'to': '2012-10-05'}",25 min.,PG-13 - Teens 13 or older,7.49,9169,1669,2805,18024,5,,,"{'Adaptation': [{'mal_id': 2629, 'type': 'manga', 'url': 'https://myanimelist.net/manga/2629/Minami-ke', 'title': 'Minami-ke'}], 'Prequel': [{'mal_id': 5162, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5162/Minami-ke_Okaeri', 'title': 'Minami-ke Okaeri'}], 'Sequel': [{'mal_id': 14511, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14511/Minami-ke_Tadaima', 'title': 'Minami-ke Tadaima'}]}",Starchild Records,,feel.,"Comedy, Slice of Life",25,2012
14583,Rinne no Lagrange Specials,Lagrange: The Flower of Rin-ne Specials,"Flower declaration of your heart Specials, Lag-Rin Specials",Special,Original,6,Finished Airing,"Mar 23, 2012 to Aug 24, 2012","{'from': '2012-03-23', 'to': '2012-08-24'}",3 min. per ep.,PG-13 - Teens 13 or older,6.27,1466,6526,5422,3808,1,,,"{'Adaptation': [{'mal_id': 54413, 'type': 'manga', 'url': 'https://myanimelist.net/manga/54413/Rinne_no_Lagrange', 'title': 'Rinne no Lagrange'}], 'Other': [{'mal_id': 11227, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11227/Rinne_no_Lagrange', 'title': 'Rinne no Lagrange'}]}","Bandai Visual, flying DOG, Dwango",,"Production I.G, Xebec",Comedy,3,2012
14617,Stranger: Mukou Hadan Pilot,Sword of the Stranger Pilot,,Special,Original,1,Finished Airing,11-Apr-09,"{'from': '2009-04-11', 'to': '2009-04-11'}",3 min.,R - 17+ (violence & profanity),7.06,2707,3349,4296,6867,22,,,"{'Other': [{'mal_id': 2418, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2418/Stranger__Mukou_Hadan', 'title': 'Stranger: Mukou Hadan'}]}",,,Bones,"Action, Adventure, Historical, Samurai, Seinen",3,2009
14645,Hiiro no Kakera Dai Ni Shou,Hiiro no Kakera: The Tamayori Princess Saga Season 2,"Hiiro no Kakera 2nd Season, Scarlet Fragment 2",TV,Visual novel,13,Finished Airing,"Sep 30, 2012 to Dec 23, 2012","{'from': '2012-09-30', 'to': '2012-12-23'}",24 min. per ep.,PG-13 - Teens 13 or older,7.36,16038,2186,1981,33451,128,Fall 2012,Unknown,"{'Prequel': [{'mal_id': 12461, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12461/Hiiro_no_Kakera', 'title': 'Hiiro no Kakera'}]}",Bandai Visual,Sentai Filmworks,Studio Deen,"Fantasy, Romance, Shoujo, Supernatural",24,2012
14647,Tantei Opera Milky Holmes: Alternative,,,Special,Card game,2,Finished Airing,"Aug 18, 2012 to Dec 9, 2012","{'from': '2012-08-18', 'to': '2012-12-09'}",24 min. per ep.,PG-13 - Teens 13 or older,6.57,1767,5349,5179,4305,2,,,"{'Alternative version': [{'mal_id': 11341, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11341/Tantei_Opera_Milky_Holmes_Dai_2_Maku', 'title': 'Tantei Opera Milky Holmes Dai 2 Maku'}]}","Sotsu, Bushiroad, Chrono Gear Creative",,"J.C.Staff, Artland","Comedy, Mystery, Super Power",24,2012
14653,Hayate no Gotoku! Can&#039;t Take My Eyes Off You,Hayate the Combat Butler: Can&#039;t Take My Eyes Off You,"Hayate no Gotoku (2012), Hayate the Combat Butler! Can&#039;t Take My Eyes Off You",TV,Manga,12,Finished Airing,"Oct 4, 2012 to Dec 20, 2012","{'from': '2012-10-04', 'to': '2012-12-20'}",24 min. per ep.,PG-13 - Teens 13 or older,7.1,17745,3206,1860,37212,62,Fall 2012,Unknown,"{'Prequel': [{'mal_id': 9958, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9958/Hayate_no_Gotoku_Heaven_Is_a_Place_on_Earth', 'title': 'Hayate no Gotoku! Heaven Is a Place on Earth'}], 'Sequel': [{'mal_id': 16982, 'type': 'anime', 'url': 'https://myanimelist.net/anime/16982/Hayate_no_Gotoku_Cuties', 'title': 'Hayate no Gotoku! Cuties'}]}","TV Tokyo, Geneon Universal Entertainment, Shogakukan Productions",Sentai Filmworks,Manglobe,"Comedy, Harem, Parody, Shounen",24,2012
14713,Kamisama Hajimemashita,Kamisama Kiss,,TV,Manga,13,Finished Airing,"Oct 2, 2012 to Dec 25, 2012","{'from': '2012-10-02', 'to': '2012-12-25'}",24 min. per ep.,PG-13 - Teens 13 or older,8.14,138954,383,259,266342,6387,Fall 2012,Tuesdays at 02:05 (JST),"{'Adaptation': [{'mal_id': 8157, 'type': 'manga', 'url': 'https://myanimelist.net/manga/8157/Kamisama_Hajimemashita', 'title': 'Kamisama Hajimemashita'}], 'Sequel': [{'mal_id': 18661, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18661/Kamisama_Hajimemashita_OVA', 'title': 'Kamisama Hajimemashita OVA'}, {'mal_id': 25681, 'type': 'anime', 'url': 'https://myanimelist.net/anime/25681/Kamisama_Hajimemashita◎', 'title': 'Kamisama Hajimemashita◎'}]}","TV Tokyo, Dentsu, Sotsu, Pony Canyon, Hakusensha, DAX Production",Funimation,TMS Entertainment,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo",24,2012
14719,JoJo no Kimyou na Bouken (TV),JoJo&#039;s Bizarre Adventure,JoJo no Kimyou na Bouken (2012),TV,Manga,26,Finished Airing,"Oct 6, 2012 to Apr 6, 2013","{'from': '2012-10-06', 'to': '2013-04-06'}",24 min. per ep.,R - 17+ (violence & profanity),8.41,187286,159,166,339574,12556,Fall 2012,Saturdays at 00:30 (JST),"{'Adaptation': [{'mal_id': 1517, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1517/JoJo_no_Kimyou_na_Bouken_Part_1__Phantom_Blood', 'title': 'JoJo no Kimyou na Bouken Part 1: Phantom Blood'}, {'mal_id': 1630, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1630/JoJo_no_Kimyou_na_Bouken_Part_2__Sentou_Chuuryuu', 'title': 'JoJo no Kimyou na Bouken Part 2: Sentou Chuuryuu'}], 'Alternative version': [{'mal_id': 3603, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3603/JoJo_no_Kimyou_na_Bouken__Phantom_Blood', 'title': 'JoJo no Kimyou na Bouken: Phantom Blood'}], 'Sequel': [{'mal_id': 20899, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20899/JoJo_no_Kimyou_na_Bouken__Stardust_Crusaders', 'title': 'JoJo no Kimyou na Bouken: Stardust Crusaders'}]}","Yomiko Advertising, Warner Bros., KlockWorx",Viz Media,David Production,"Action, Adventure, Supernatural, Vampire, Shounen",24,2012
14735,Detective Conan Movie 17: Private Eye in the Distant Sea,,"Detective Conan Movie 17, Meitantei Conan: Sekkai no Private Eye",Movie,Manga,1,Finished Airing,20-Apr-13,"{'from': '2013-04-20', 'to': '2013-04-20'}",1 hr. 50 min.,G - All Ages,7.86,10177,776,2770,18436,13,,,"{'Parent story': [{'mal_id': 235, 'type': 'anime', 'url': 'https://myanimelist.net/anime/235/Detective_Conan', 'title': 'Detective Conan'}]}",,,TMS Entertainment,"Adventure, Comedy, Mystery, Police, Shounen",110,2013
14741,Chuunibyou demo Koi ga Shitai!,"Love, Chunibyo & Other Delusions!","Chu-2 Byo demo Koi ga Shitai!, Regardless of My Adolescent Delusions of Grandeur, I Want a Date!",TV,Light novel,12,Finished Airing,"Oct 4, 2012 to Dec 20, 2012","{'from': '2012-10-04', 'to': '2012-12-20'}",24 min. per ep.,PG-13 - Teens 13 or older,7.89,323215,711,63,561998,9132,Fall 2012,Thursdays at 00:30 (JST),"{'Adaptation': [{'mal_id': 40099, 'type': 'manga', 'url': 'https://myanimelist.net/manga/40099/Chuunibyou_demo_Koi_ga_Shitai', 'title': 'Chuunibyou demo Koi ga Shitai!'}], 'Side story': [{'mal_id': 15687, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15687/Chuunibyou_demo_Koi_ga_Shitai_Lite', 'title': 'Chuunibyou demo Koi ga Shitai! Lite'}, {'mal_id': 15879, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15879/Chuunibyou_demo_Koi_ga_Shitai__Depth_of_Field_-_Ai_to_Nikushimi_Gekijou', 'title': 'Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou'}], 'Sequel': [{'mal_id': 16934, 'type': 'anime', 'url': 'https://myanimelist.net/anime/16934/Chuunibyou_demo_Koi_ga_Shitai__Kirameki_no_Slapstick_Noel', 'title': 'Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel'}], 'Summary': [{'mal_id': 19021, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19021/Takanashi_Rikka_Kai__Chuunibyou_demo_Koi_ga_Shitai_Movie', 'title': 'Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie'}]}","Lantis, Pony Canyon, TBS, Rakuonsha, Animation Do",Sentai Filmworks,Kyoto Animation,"Slice of Life, Comedy, Drama, Romance, School",24,2012
14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,Oreshura,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,TV,Light novel,13,Finished Airing,"Jan 6, 2013 to Mar 31, 2013","{'from': '2013-01-06', 'to': '2013-03-31'}",23 min. per ep.,PG-13 - Teens 13 or older,7.27,120554,2535,310,230062,1356,Winter 2013,Sundays at 00:00 (JST),"{'Adaptation': [{'mal_id': 26613, 'type': 'manga', 'url': 'https://myanimelist.net/manga/26613/Ore_no_Kanojo_to_Osananajimi_ga_Shuraba_sugiru', 'title': 'Ore no Kanojo to Osananajimi ga Shuraba sugiru'}]}","Aniplex, Magic Capsule, SoftBank Creative Corp.",Aniplex of America,A-1 Pictures,"Comedy, Harem, Romance, School",23,2013
14751,Bishoujo Senshi Sailor Moon Crystal,Pretty Guardian Sailor Moon Crystal,"Pretty Soldier Sailor Moon (2014), Sailor Moon Remake, Bishoujo Senshi Sailor Moon (2014), Sailor Moon Crystal",ONA,Manga,26,Finished Airing,"Jul 5, 2014 to Jul 18, 2015","{'from': '2014-07-05', 'to': '2015-07-18'}",24 min. per ep.,PG-13 - Teens 13 or older,7.02,29222,3486,1006,83759,763,,,"{'Adaptation': [{'mal_id': 92, 'type': 'manga', 'url': 'https://myanimelist.net/manga/92/Bishoujo_Senshi_Sailor_Moon', 'title': 'Bishoujo Senshi Sailor Moon'}], 'Alternative version': [{'mal_id': 530, 'type': 'anime', 'url': 'https://myanimelist.net/anime/530/Bishoujo_Senshi_Sailor_Moon', 'title': 'Bishoujo Senshi Sailor Moon'}, {'mal_id': 740, 'type': 'anime', 'url': 'https://myanimelist.net/anime/740/Bishoujo_Senshi_Sailor_Moon_R', 'title': 'Bishoujo Senshi Sailor Moon R'}], 'Other': [{'mal_id': 25375, 'type': 'anime', 'url': 'https://myanimelist.net/anime/25375/Moon_Pride', 'title': 'Moon Pride'}], 'Sequel': [{'mal_id': 31733, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31733/Bishoujo_Senshi_Sailor_Moon_Crystal_Season_III', 'title': 'Bishoujo Senshi Sailor Moon Crystal Season III'}]}","Starchild Records, Kodansha",Viz Media,Toei Animation,"Demons, Magic, Romance, Shoujo",24,2014
14753,Hori-san to Miyamura-kun,,Horimiya,OVA,Web manga,3,Finished Airing,"Sep 26, 2012 to Mar 25, 2015","{'from': '2012-09-26', 'to': '2015-03-25'}",23 min. per ep.,PG-13 - Teens 13 or older,7.41,16746,1973,1794,39374,184,,,"{'Adaptation': [{'mal_id': 36615, 'type': 'manga', 'url': 'https://myanimelist.net/manga/36615/Hori-san_to_Miyamura-kun', 'title': 'Hori-san to Miyamura-kun'}]}",,,Hoods Entertainment,"Comedy, Romance, School, Shounen",23,2012
14765,Ixion Saga DT,,Ixion Saga: Dimensional Transfer,TV,Game,25,Finished Airing,"Oct 8, 2012 to Apr 1, 2013","{'from': '2012-10-08', 'to': '2013-04-01'}",24 min. per ep.,PG-13 - Teens 13 or older,7.32,28197,2340,1186,69211,264,Fall 2012,Unknown,"{'Adaptation': [{'mal_id': 48467, 'type': 'manga', 'url': 'https://myanimelist.net/manga/48467/Ixion_Saga_ED', 'title': 'Ixion Saga ED'}]}","Sotsu, Genco",,Brain&#039;s Base,"Action, Comedy, Fantasy",24,2012
14807,Kara no Kyoukai: Mirai Fukuin,the Garden of sinners -recalled out summer-,Kara no Kyoukai: the Garden of sinners/recalled out summer,Movie,Light novel,1,Finished Airing,28-Sep-13,"{'from': '2013-09-28', 'to': '2013-09-28'}",1 hr. 30 min.,R - 17+ (violence & profanity),8.09,25600,447,1408,56473,146,,,"{'Adaptation': [{'mal_id': 10429, 'type': 'manga', 'url': 'https://myanimelist.net/manga/10429/Kara_no_Kyoukai__Mirai_Fukuin_-_The_Garden_of_Sinners_Recalled_Out_Summer', 'title': 'Kara no Kyoukai: Mirai Fukuin - The Garden of Sinners/Recalled Out Summer'}], 'Prequel': [{'mal_id': 6954, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6954/Kara_no_Kyoukai_8__Shuushou', 'title': 'Kara no Kyoukai 8: Shuushou'}], 'Side story': [{'mal_id': 22763, 'type': 'anime', 'url': 'https://myanimelist.net/anime/22763/Kara_no_Kyoukai__Mirai_Fukuin_-_Extra_Chorus', 'title': 'Kara no Kyoukai: Mirai Fukuin - Extra Chorus'}], 'Other': [{'mal_id': 22847, 'type': 'anime', 'url': 'https://myanimelist.net/anime/22847/Kara_no_Kyoukai__Mirai_Fukuin_-_Manner_Movie', 'title': 'Kara no Kyoukai: Mirai Fukuin - Manner Movie'}]}",Notes,Aniplex of America,ufotable,"Drama, Mystery, Seinen, Supernatural",90,2013
14811,GJ-bu,GJ Club,Good Job-bu,TV,Light novel,12,Finished Airing,"Jan 10, 2013 to Mar 28, 2013","{'from': '2013-01-10', 'to': '2013-03-28'}",23 min. per ep.,PG-13 - Teens 13 or older,7.44,49700,1846,782,110782,612,Winter 2013,Unknown,"{'Adaptation': [{'mal_id': 47811, 'type': 'manga', 'url': 'https://myanimelist.net/manga/47811/GJ-bu', 'title': 'GJ-bu'}], 'Sequel': [{'mal_id': 21635, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21635/GJ-bu', 'title': 'GJ-bu@'}]}","VAP, DAX Production, Nippon Television Network",,Doga Kobo,"Comedy, School, Slice of Life",23,2013
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,My Teen Romantic Comedy SNAFU,"Oregairu, My youth romantic comedy is wrong as I expected.",TV,Light novel,13,Finished Airing,"Apr 5, 2013 to Jun 28, 2013","{'from': '2013-04-05', 'to': '2013-06-28'}",24 min. per ep.,PG-13 - Teens 13 or older,8.11,306308,429,74,523671,13951,Spring 2013,Unknown,"{'Adaptation': [{'mal_id': 40171, 'type': 'manga', 'url': 'https://myanimelist.net/manga/40171/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru', 'title': 'Yahari Ore no Seishun Love Comedy wa Machigatteiru.'}], 'Side story': [{'mal_id': 18753, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18753/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_OVA', 'title': 'Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA'}], 'Sequel': [{'mal_id': 23847, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23847/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku', 'title': 'Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku'}]}","Geneon Universal Entertainment, TBS, Delfi Sound, Marvelous AQL, Atelier Musa",Sentai Filmworks,Brain&#039;s Base,"Slice of Life, Comedy, Drama, Romance, School",24,2013
14817,Mouretsu Pirates: Abyss of Hyperspace,Bodacious Space Pirates the Movie: Abyss of Hyperspace,"Mouretsu Pirates Movie, Mouretsu Pirates: Akuu no Shinen, Gekijouban Mouretsu Pirates",Movie,Light novel,1,Finished Airing,22-Feb-14,"{'from': '2014-02-22', 'to': '2014-02-22'}",1 hr. 33 min.,PG-13 - Teens 13 or older,7.22,3304,2738,3758,9510,12,,,"{'Adaptation': [{'mal_id': 68781, 'type': 'manga', 'url': 'https://myanimelist.net/manga/68781/Mouretsu_Pirates__Abyss_of_Hyperspace', 'title': 'Mouretsu Pirates: Abyss of Hyperspace'}], 'Prequel': [{'mal_id': 8917, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8917/Mouretsu_Pirates', 'title': 'Mouretsu Pirates'}]}",Starchild Records,Sentai Filmworks,Satelight,"Sci-Fi, Space",93,2014
14827,D.C.III: Da Capo III,,Da Capo 3,TV,Visual novel,13,Finished Airing,"Jan 5, 2013 to Mar 30, 2013","{'from': '2013-01-05', 'to': '2013-03-30'}",23 min. per ep.,PG-13 - Teens 13 or older,6.71,7816,4694,2683,19796,40,Winter 2013,Unknown,"{'Adaptation': [{'mal_id': 49135, 'type': 'manga', 'url': 'https://myanimelist.net/manga/49135/Da_Capo_III', 'title': 'Da Capo III'}], 'Prequel': [{'mal_id': 3627, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3627/DCII_SS__Da_Capo_II_Second_Season', 'title': 'D.C.II S.S.: Da Capo II Second Season'}], 'Side story': [{'mal_id': 17020, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17020/DCIII__Da_Capo_III_Special', 'title': 'D.C.III: Da Capo III Special'}]}","Lantis, Pony Canyon, Dwango, Good Smile Company",,Kazami Gakuen Koushiki Douga-bu,"Ecchi, Romance, School, Drama",23,2013
14829,Fate/kaleid liner Prisma☆Illya,Fate/Kaleid Liner Prisma Illya,,TV,Manga,10,Finished Airing,"Jul 13, 2013 to Sep 14, 2013","{'from': '2013-07-13', 'to': '2013-09-14'}",24 min. per ep.,PG-13 - Teens 13 or older,7.24,62867,2649,579,143884,705,Summer 2013,Saturdays at 01:30 (JST),"{'Adaptation': [{'mal_id': 3526, 'type': 'manga', 'url': 'https://myanimelist.net/manga/3526/Fate_kaleid_liner_Prisma☆Illya', 'title': 'Fate/kaleid liner Prisma☆Illya'}, {'mal_id': 91809, 'type': 'manga', 'url': 'https://myanimelist.net/manga/91809/Fate_kaleid_liner_Prisma☆Illya', 'title': 'Fate/kaleid liner Prisma☆Illya'}], 'Alternative setting': [{'mal_id': 356, 'type': 'anime', 'url': 'https://myanimelist.net/anime/356/Fate_stay_night', 'title': 'Fate/stay night'}], 'Side story': [{'mal_id': 18851, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18851/Fate_kaleid_liner_Prisma☆Illya__Undoukai_de_Dance', 'title': 'Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!'}, {'mal_id': 19109, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19109/Fate_kaleid_liner_Prisma☆Illya_Specials', 'title': 'Fate/kaleid liner Prisma☆Illya Specials'}], 'Sequel': [{'mal_id': 20509, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20509/Fate_kaleid_liner_Prisma☆Illya_2wei', 'title': 'Fate/kaleid liner Prisma☆Illya 2wei!'}]}","Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx, Notes, Dwango, Tokyo MX, Docomo Anime Store, Kadokawa Media House",Sentai Filmworks,Silver Link.,"Action, Comedy, Magic, Fantasy",24,2013
