anime_id,title,title_english,title_synonyms,type,source,episodes,status,aired_string,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast,related,producer,licensor,studio,genre,duration_min,aired_from_year
1631,Eureka Seven: Navigation ray=out,,Eureka Seven Recap,Special,Original,1,Finished Airing,29-Jan-06,"{'from': '2006-01-29', 'to': '2006-01-29'}",25 min.,PG-13 - Teens 13 or older,7.05,3968,3365,3695,9876,15,,,"{'Full story': [{'mal_id': 237, 'type': 'anime', 'url': 'https://myanimelist.net/anime/237/Eureka_Seven', 'title': 'Eureka Seven'}]}",,,Bones,"Sci-Fi, Mecha",25,2006
1640,Angel&#039;s Feather,Angel&#039;s Feather,,OVA,Visual novel,2,Finished Airing,"Apr 28, 2006 to May 26, 2006","{'from': '2006-04-28', 'to': '2006-05-26'}",30 min. per ep.,PG-13 - Teens 13 or older,5.58,8348,8228,2980,15962,30,,,[],,Media Blasters,Venet,"Sci-Fi, Supernatural, Drama, Romance, Fantasy, Shounen Ai",30,2006
1642,Sugar Sugar Rune,Sugar Sugar Rune,"Chocola et Vanilla - Sugar Sugar Rune, Sugar² Rune",TV,Manga,51,Finished Airing,"Jul 2, 2005 to Jun 24, 2006","{'from': '2005-07-02', 'to': '2006-06-24'}",24 min. per ep.,PG - Children,7.54,8712,1537,2613,20926,292,Summer 2005,Unknown,"{'Adaptation': [{'mal_id': 429, 'type': 'manga', 'url': 'https://myanimelist.net/manga/429/Sugar_Sugar_Rune', 'title': 'Sugar Sugar Rune'}]}",TV Tokyo Music,,Studio Pierrot,"Fantasy, Magic, Shoujo",24,2005
1644,Princess Rouge,,"Legend of the Last Labyrinth, Princess Rouge: Legend of the Last Labyrinth",OVA,Original,2,Finished Airing,"Sep 25, 1997 to Jun 10, 1998","{'from': '1997-09-25', 'to': '1998-06-10'}",28 min. per ep.,PG-13 - Teens 13 or older,5.91,475,7528,7820,1256,3,,,[],"Front Line, AC Create, Cosmic Ray, BEAM Entertainment, NichiNare",Media Blasters,J.C.Staff,"Fantasy, Romance",28,1997
1648,UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,"UFO Ultramaiden Valkyrie 4: Banquet of Time, Dreams, and Galaxies","UFO Princess Walküre 4, UFO Princess Walküre: Toki to Yume to Ginga no Utage, UFO Princess Warukyure: Toki to Yume to Ginga no Utage",OVA,Manga,2,Finished Airing,"Jul 21, 2006 to Oct 25, 2006","{'from': '2006-07-21', 'to': '2006-10-25'}",24 min. per ep.,PG-13 - Teens 13 or older,6.96,1976,3721,5066,4539,2,,,"{'Prequel': [{'mal_id': 1514, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1514/UFO_Princess_Valkyrie_3__Seiresetsu_no_Hanayome', 'title': 'UFO Princess Valkyrie 3: Seiresetsu no Hanayome'}]}","Media Factory, KlockWorx, Toshiba Entertainment","ADV Films, Funimation",TNK,"Comedy, Romance, Sci-Fi",24,2006
1650,Uchuu Senkan Yamato,Star Blazers: The Quest for Iscandar,"Space Battleship Yamato, Space Cruiser Yamato",TV,Original,26,Finished Airing,"Oct 6, 1974 to Mar 30, 1975","{'from': '1974-10-06', 'to': '1975-03-30'}",25 min. per ep.,PG-13 - Teens 13 or older,7.69,3634,1141,3096,14766,131,Fall 1974,Sundays at 19:30 (JST),"{'Adaptation': [{'mal_id': 31937, 'type': 'manga', 'url': 'https://myanimelist.net/manga/31937/Shin_Uchuu_Senkan_Yamato', 'title': 'Shin Uchuu Senkan Yamato'}, {'mal_id': 33333, 'type': 'manga', 'url': 'https://myanimelist.net/manga/33333/Uchuu_Senkan_Yamato', 'title': 'Uchuu Senkan Yamato'}], 'Summary': [{'mal_id': 711, 'type': 'anime', 'url': 'https://myanimelist.net/anime/711/Uchuu_Senkan_Yamato_Movie', 'title': 'Uchuu Senkan Yamato (Movie)'}], 'Sequel': [{'mal_id': 1651, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1651/Uchuu_Senkan_Yamato_2', 'title': 'Uchuu Senkan Yamato 2'}], 'Spin-off': [{'mal_id': 6718, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6718/Yamato_2520', 'title': 'Yamato 2520'}, {'mal_id': 7122, 'type': 'anime', 'url': 'https://myanimelist.net/anime/7122/Dai_Yamato_Zero-gou', 'title': 'Dai Yamato Zero-gou'}], 'Alternative version': [{'mal_id': 12029, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12029/Uchuu_Senkan_Yamato_2199', 'title': 'Uchuu Senkan Yamato 2199'}, {'mal_id': 37082, 'type': 'anime', 'url': 'https://myanimelist.net/anime/37082/Uchuu_Senkan_Yamato_Pilot_Film', 'title': 'Uchuu Senkan Yamato Pilot Film'}]}","Tohokushinsha Film Corporation, Academy Productions, Yomiuri Advertising",Voyager Entertainment,Group TAC,"Action, Military, Sci-Fi, Adventure, Space, Drama",25,1974
1657,Byston Well Monogatari: Garzey no Tsubasa,Garzey&#039;s Wing,Tales of Byston Well,OVA,Original,3,Finished Airing,"Sep 21, 1996 to Apr 9, 1997","{'from': '1996-09-21', 'to': '1997-04-09'}",30 min. per ep.,PG-13 - Teens 13 or older,4.14,3562,9420,3834,9087,59,,,"{'Spin-off': [{'mal_id': 929, 'type': 'anime', 'url': 'https://myanimelist.net/anime/929/Seisenshi_Dunbine', 'title': 'Seisenshi Dunbine'}]}","BMG Japan, Sanctuary",Central Park Media,J.C.Staff,"Action, Fantasy",30,1996
1659,Mai-Otome Specials,,,Special,Original,9,Finished Airing,"Jan 27, 2006 to Sep 26, 2006","{'from': '2006-01-27', 'to': '2006-09-26'}",3 min. per ep.,PG-13 - Teens 13 or older,7.08,2325,3270,4881,4978,4,,,"{'Parent story': [{'mal_id': 99, 'type': 'anime', 'url': 'https://myanimelist.net/anime/99/Mai-Otome', 'title': 'Mai-Otome'}]}",,,Sunrise,"Fantasy, Magic, Comedy, Drama",3,2006
1661,Cutey Honey,,Cutie Honey,TV,Manga,25,Finished Airing,"Oct 13, 1973 to Mar 30, 1974","{'from': '1973-10-13', 'to': '1974-03-30'}",25 min. per ep.,PG-13 - Teens 13 or older,6.59,2166,5242,3773,9391,30,Fall 1973,Saturdays at 20:30 (JST),"{'Adaptation': [{'mal_id': 7658, 'type': 'manga', 'url': 'https://myanimelist.net/manga/7658/Cutie_Honey', 'title': 'Cutie Honey'}], 'Alternative version': [{'mal_id': 151, 'type': 'anime', 'url': 'https://myanimelist.net/anime/151/Re__Cutey_Honey', 'title': 'Re: Cutey Honey'}, {'mal_id': 1853, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1853/Cutey_Honey_F', 'title': 'Cutey Honey F'}, {'mal_id': 6496, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6496/Cutey_Honey_Flash__The_Movie', 'title': 'Cutey Honey Flash: The Movie'}], 'Sequel': [{'mal_id': 2497, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2497/Shin_Cutey_Honey', 'title': 'Shin Cutey Honey'}], 'Other': [{'mal_id': 36976, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36976/Cutie_Honey_Universe', 'title': 'Cutie Honey Universe'}]}",Dynamic Planning,Discotek Media,Toei Animation,"Action, Sci-Fi, School",25,1973
1662,Space Fantasia 2001 Nights,,"Space Fantasia 2001 Yoru Monogatari, Space Fantasia Nisenichi Ya Monogatari, 2001 Ya Monogatari, Nisenichi Ya Monogatari, 2001 Nights",OVA,Manga,1,Finished Airing,21-Jun-87,"{'from': '1987-06-21', 'to': '1987-06-21'}",57 min.,PG-13 - Teens 13 or older,6.44,666,5823,7211,1700,1,,,"{'Adaptation': [{'mal_id': 67, 'type': 'manga', 'url': 'https://myanimelist.net/manga/67/2001-ya_Monogatari', 'title': '2001-ya Monogatari'}], 'Alternative version': [{'mal_id': 7279, 'type': 'anime', 'url': 'https://myanimelist.net/anime/7279/TO', 'title': 'TO'}]}",,,TMS Entertainment,"Drama, Sci-Fi, Seinen, Space",57,1987
1663,Haha wo Tazunete Sanzenri,,"Sekai Meisaku Gekijou, 3000 Leagues in Search of Mother, Marco, From the Appenines to the Andes",TV,Book,52,Finished Airing,"Jan 4, 1976 to Dec 26, 1976","{'from': '1976-01-04', 'to': '1976-12-26'}",26 min. per ep.,G - All Ages,7.4,1704,2014,4879,4991,18,Winter 1976,Sundays at 19:30 (JST),"{'Alternative version': [{'mal_id': 4926, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4926/Marco__Haha_wo_Tazunete_Sanzenri', 'title': 'Marco: Haha wo Tazunete Sanzenri'}, {'mal_id': 33474, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33474/Haha_wo_Tazunete_Sanzenri_Movie', 'title': 'Haha wo Tazunete Sanzenri (Movie)'}, {'mal_id': 35494, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35494/Haha_wo_Tazunete_Sanzenri_Special', 'title': 'Haha wo Tazunete Sanzenri (Special)'}], 'Summary': [{'mal_id': 23585, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23585/Haha_wo_Tazunete_Sanzenri_Specials', 'title': 'Haha wo Tazunete Sanzenri Specials'}]}",,,Nippon Animation,"Adventure, Drama, Historical, Slice of Life",26,1976
1664,Babel Nisei (2001),Babel II: Beyond Infinity,Babel 2-sei,TV,Manga,13,Finished Airing,"Oct 5, 2001 to Dec 28, 2001","{'from': '2001-10-05', 'to': '2001-12-28'}",24 min. per ep.,PG-13 - Teens 13 or older,5.84,632,7704,6936,1933,2,Fall 2001,Unknown,"{'Adaptation': [{'mal_id': 41437, 'type': 'manga', 'url': 'https://myanimelist.net/manga/41437/Babel_Nisei', 'title': 'Babel Nisei'}], 'Alternative version': [{'mal_id': 1665, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1665/Babel_Nisei_OVA', 'title': 'Babel Nisei (OVA)'}, {'mal_id': 1666, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1666/Babel_Nisei', 'title': 'Babel Nisei'}]}",,Media Blasters,Vega Entertainment,"Action, Adventure, Supernatural, Mystery, Sci-Fi, Shounen",24,2001
1667,Barom One,,Baromu One,TV,Manga,13,Finished Airing,"Dec 7, 2002 to Mar 22, 2003","{'from': '2002-12-07', 'to': '2003-03-22'}",24 min. per ep.,PG-13 - Teens 13 or older,5.45,265,8448,8207,1033,1,Winter 2003,Unknown,"{'Adaptation': [{'mal_id': 35835, 'type': 'manga', 'url': 'https://myanimelist.net/manga/35835/Barom_1', 'title': 'Barom 1'}]}",AT-X,,E&amp;G Films,"Action, Sci-Fi, Supernatural, Shounen",24,2002
1668,Bakuten Shoot Beyblade G Revolution,Beyblade G Revolution,"Beyblade Revolution, Beyblade GRevolution",TV,Manga,52,Finished Airing,"Jan 6, 2003 to Dec 29, 2003","{'from': '2003-01-06', 'to': '2004-12-29'}",20 min. per ep.,PG - Children,7.01,17241,3522,2210,27868,178,Winter 2003,Mondays at 18:00 (JST),"{'Prequel': [{'mal_id': 1669, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1669/Bakuten_Shoot_Beyblade_2002', 'title': 'Bakuten Shoot Beyblade 2002'}]}",d-rights,Nelvana,Madhouse,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",20,2003
1669,Bakuten Shoot Beyblade 2002,Beyblade V-Force,Beyblade 2002,TV,Manga,51,Finished Airing,"Jan 7, 2002 to Dec 30, 2002","{'from': '2002-01-07', 'to': '2003-12-30'}",21 min. per ep.,PG - Children,6.76,22709,4483,1906,35916,81,Winter 2002,Mondays at 18:00 (JST),"{'Prequel': [{'mal_id': 288, 'type': 'anime', 'url': 'https://myanimelist.net/anime/288/Bakuten_Shoot_Beyblade', 'title': 'Bakuten Shoot Beyblade'}], 'Sequel': [{'mal_id': 1668, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1668/Bakuten_Shoot_Beyblade_G_Revolution', 'title': 'Bakuten Shoot Beyblade G Revolution'}], 'Side story': [{'mal_id': 1670, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1670/Bakuten_Shoot_Beyblade_the_Movie__Gekitou_Takao_vs_Daichi', 'title': 'Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi'}]}","d-rights, Heewon Entertainment",Nelvana,Nippon Animation,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",21,2002
1671,Soreyuke! Uchuu Senkan Yamamoto Yohko II,Starship Girl Yamamoto Yohko II,Soreyuke! Uchuu Senkan Yamamoto Yooko II,OVA,Novel,3,Finished Airing,"Aug 6, 1997 to Dec 22, 1997","{'from': '1997-08-06', 'to': '1997-12-22'}",30 min. per ep.,PG-13 - Teens 13 or older,6.36,444,6171,7610,1393,0,,,"{'Adaptation': [{'mal_id': 87368, 'type': 'manga', 'url': 'https://myanimelist.net/manga/87368/Soreyuke_Uchuu_Senkan_Yamamoto_Youko', 'title': 'Soreyuke! Uchuu Senkan Yamamoto Youko'}], 'Prequel': [{'mal_id': 1100, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1100/Soreyuke_Uchuu_Senkan_Yamamoto_Yohko', 'title': 'Soreyuke! Uchuu Senkan Yamamoto Yohko'}], 'Alternative version': [{'mal_id': 1618, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1618/Soreyuke_Uchuu_Senkan_Yamamoto_Yohko_1999', 'title': 'Soreyuke! Uchuu Senkan Yamamoto Yohko (1999)'}]}",Kadokawa Shoten,,J.C.Staff,"Action, Sci-Fi, Adventure",30,1997
1674,Captain Tsubasa J,,,TV,Manga,47,Finished Airing,"Oct 21, 1994 to Dec 22, 1995","{'from': '1994-10-21', 'to': '1995-12-22'}",27 min. per ep.,G - All Ages,7.36,10904,2174,2819,17867,57,Fall 1994,Fridays at 19:30 (JST),"{'Sequel': [{'mal_id': 1614, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1614/Captain_Tsubasa__Road_to_2002', 'title': 'Captain Tsubasa: Road to 2002'}], 'Prequel': [{'mal_id': 2117, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2117/Shin_Captain_Tsubasa', 'title': 'Shin Captain Tsubasa'}], 'Side story': [{'mal_id': 2122, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2122/Captain_Tsubasa__Saikyou_no_Teki_Holland_Youth', 'title': 'Captain Tsubasa: Saikyou no Teki! Holland Youth'}]}","Nihon Ad Systems, Fuji TV, Studio Jack",,Studio Comet,"Action, Shounen, Sports",27,1994
1676,Cosmo Warrior Zero,,Cosmowarrior Zero,TV,Game,13,Finished Airing,"Jul 6, 2001 to Sep 28, 2001","{'from': '2001-07-06', 'to': '2001-09-28'}",25 min. per ep.,PG-13 - Teens 13 or older,6.66,1196,4922,5788,3248,8,Summer 2001,Unknown,"{'Parent story': [{'mal_id': 1000, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1000/Uchuu_Kaizoku_Captain_Herlock', 'title': 'Uchuu Kaizoku Captain Herlock'}], 'Sequel': [{'mal_id': 1677, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1677/Cosmo_Warrior_Zero_Gaiden', 'title': 'Cosmo Warrior Zero Gaiden'}]}",AT-X,"Media Blasters, Discotek Media",Vega Entertainment,"Action, Adventure, Military, Sci-Fi, Space",25,2001
1678,Cyborg 009: The Cyborg Soldier,Cyborg 009,,TV,Manga,52,Finished Airing,"Oct 14, 2001 to Aug 27, 2003","{'from': '2001-10-14', 'to': '2003-08-27'}",25 min. per ep.,PG-13 - Teens 13 or older,7.36,7241,2179,2744,18852,138,Fall 2001,Unknown,"{'Adaptation': [{'mal_id': 1639, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1639/Cyborg_009', 'title': 'Cyborg 009'}], 'Alternative version': [{'mal_id': 4690, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4690/Cyborg_009_1979', 'title': 'Cyborg 009 (1979)'}, {'mal_id': 8394, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8394/Cyborg_009_TV', 'title': 'Cyborg 009 (TV)'}, {'mal_id': 11755, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11755/009_Re_Cyborg', 'title': '009 Re:Cyborg'}, {'mal_id': 33685, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33685/Cyborg_009__Call_of_Justice_1', 'title': 'Cyborg 009: Call of Justice 1'}, {'mal_id': 33686, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33686/Cyborg_009__Call_of_Justice_2', 'title': 'Cyborg 009: Call of Justice 2'}, {'mal_id': 33687, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33687/Cyborg_009__Call_of_Justice_3', 'title': 'Cyborg 009: Call of Justice 3'}], 'Side story': [{'mal_id': 7336, 'type': 'anime', 'url': 'https://myanimelist.net/anime/7336/Cyborg_009__Chou_Ginga_Densetsu', 'title': 'Cyborg 009: Chou Ginga Densetsu'}], 'Other': [{'mal_id': 31050, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31050/Cyborg_009_VS_Devilman', 'title': 'Cyborg 009 VS Devilman'}]}","TV Tokyo, Avex Entertainment",Discotek Media,Japan Vistec,"Action, Sci-Fi, Adventure, Mecha, Shounen",25,2001
1681,Brave Story,Brave Story,,Movie,Novel,1,Finished Airing,8-Jul-06,"{'from': '2006-07-08', 'to': '2006-07-08'}",1 hr. 52 min.,G - All Ages,7.54,14335,1515,2116,29770,121,,,"{'Adaptation': [{'mal_id': 159, 'type': 'manga', 'url': 'https://myanimelist.net/manga/159/Brave_Story__Shinsetsu', 'title': 'Brave Story: Shinsetsu'}, {'mal_id': 4639, 'type': 'manga', 'url': 'https://myanimelist.net/manga/4639/Brave_Story', 'title': 'Brave Story'}]}",,,Gonzo,"Action, Adventure, Fantasy, Kids, Magic, Supernatural",112,2006
1684,Dotto Koni-chan,.Koni-chan,,TV,Original,26,Finished Airing,"Nov 26, 2000 to May 29, 2001","{'from': '2000-11-26', 'to': '2001-05-29'}",25 min. per ep.,None,7.42,846,1927,7123,1768,12,Fall 2000,Sundays at 17:00 (JST),[],"Genco, Animax",,Shaft,Comedy,25,2000
1685,Duel Masters,,Duel Masters 2.0,TV,Manga,26,Finished Airing,"Oct 21, 2002 to Apr 4, 2003","{'from': '2002-10-21', 'to': '2003-04-04'}",21 min. per ep.,PG-13 - Teens 13 or older,5.91,8628,7537,3003,15680,26,Fall 2002,Unknown,"{'Adaptation': [{'mal_id': 18269, 'type': 'manga', 'url': 'https://myanimelist.net/manga/18269/Duel_Masters', 'title': 'Duel Masters'}], 'Side story': [{'mal_id': 3669, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3669/Duel_Masters_Movie_1__Yami_no_Shiro_no_Maryuuou', 'title': 'Duel Masters Movie 1: Yami no Shiro no Maryuuou'}, {'mal_id': 6062, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6062/Duel_Masters_Movie_2__Lunatic_God_Saga', 'title': 'Duel Masters Movie 2: Lunatic God Saga'}, {'mal_id': 9282, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9282/Duel_Masters_Movie_3__Honoo_no_Kizuna_XX', 'title': 'Duel Masters Movie 3: Honoo no Kizuna XX'}], 'Sequel': [{'mal_id': 4443, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4443/Duel_Masters_Charge', 'title': 'Duel Masters Charge'}], 'Spin-off': [{'mal_id': 10525, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10525/Shinseiki_Duel_Masters_Flash', 'title': 'Shinseiki Duel Masters Flash'}]}",Studio Jack,Hasbro,Studio Hibari,"Action, Adventure, Comedy, Shounen",21,2002
1686,Bleach Movie 1: Memories of Nobody,Bleach the Movie: Memories of Nobody,,Movie,Manga,1,Finished Airing,16-Dec-06,"{'from': '2006-12-16', 'to': '2006-12-16'}",1 hr. 33 min.,PG-13 - Teens 13 or older,7.55,116685,1485,455,176390,657,,,"{'Parent story': [{'mal_id': 269, 'type': 'anime', 'url': 'https://myanimelist.net/anime/269/Bleach', 'title': 'Bleach'}]}","TV Tokyo, Dentsu, Shueisha",Viz Media,Studio Pierrot,"Action, Adventure, Super Power",93,2006
1688,Nanatsu-iro★Drops,,"Seven-Colored Drops, Nanatsu-iro Drops: First Love That Encompasses You, Nanatsuiro★Drops",TV,Visual novel,12,Finished Airing,"Jul 3, 2007 to Sep 18, 2007","{'from': '2007-07-03', 'to': '2007-09-18'}",24 min. per ep.,PG-13 - Teens 13 or older,7.12,7091,3134,2801,18085,97,Summer 2007,Unknown,"{'Adaptation': [{'mal_id': 10825, 'type': 'manga', 'url': 'https://myanimelist.net/manga/10825/Nanatsuiro★Drops', 'title': 'Nanatsuiro★Drops'}]}",,,Diomedea,"Magic, Romance, School",24,2007
1689,Byousoku 5 Centimeter,5 Centimeters Per Second,"Five Centimeters Per Second, Byousoku 5 Centimeter - a chain of short stories about their distance, 5 Centimetres Per Second, 5 cm per second",Movie,Original,3,Finished Airing,3-Mar-07,"{'from': '2007-03-03', 'to': '2007-03-03'}",22 min. per ep.,PG-13 - Teens 13 or older,7.95,280982,610,96,457791,7832,,,"{'Adaptation': [{'mal_id': 23419, 'type': 'manga', 'url': 'https://myanimelist.net/manga/23419/Byousoku_5_Centimeter', 'title': 'Byousoku 5 Centimeter'}, {'mal_id': 34841, 'type': 'manga', 'url': 'https://myanimelist.net/manga/34841/Byousoku_5_Centimeter', 'title': 'Byousoku 5 Centimeter'}], 'Summary': [{'mal_id': 22539, 'type': 'anime', 'url': 'https://myanimelist.net/anime/22539/One_More_Time_One_More_Chance', 'title': 'One More Time, One More Chance'}]}",,"ADV Films, Bandai Entertainment, Discotek Media, Crunchyroll",CoMix Wave Films,"Drama, Romance, Slice of Life",22,2007
1690,Bokurano,Bokurano,Bokurano: Ours,TV,Manga,24,Finished Airing,"Apr 9, 2007 to Sep 25, 2007","{'from': '2007-04-09', 'to': '2007-09-25'}",23 min. per ep.,R - 17+ (violence & profanity),7.75,31357,981,869,100400,927,Spring 2007,Mondays at 01:30 (JST),"{'Adaptation': [{'mal_id': 670, 'type': 'manga', 'url': 'https://myanimelist.net/manga/670/Bokurano', 'title': 'Bokurano'}], 'Summary': [{'mal_id': 12877, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12877/Bokurano_Recap', 'title': 'Bokurano Recap'}]}",Sotsu Music Publishing,Discotek Media,Gonzo,"Sci-Fi, Psychological, Drama, Mecha",23,2007
1691,Kaze no Stigma,Kaze no Stigma,"Kaze no Seikon, Stigma of the Wind",TV,Light novel,24,Finished Airing,"Apr 13, 2007 to Sep 21, 2007","{'from': '2007-04-13', 'to': '2007-09-21'}",24 min. per ep.,PG-13 - Teens 13 or older,7.44,144743,1851,254,269967,1917,Spring 2007,Fridays at 01:30 (JST),"{'Adaptation': [{'mal_id': 10312, 'type': 'manga', 'url': 'https://myanimelist.net/manga/10312/Kaze_no_Stigma', 'title': 'Kaze no Stigma'}]}",,Funimation,Gonzo,"Action, Magic, Romance, Fantasy, Shounen",24,2007
1694,iDOLM@STER Xenoglossia,IDOLM@STER Xenoglossia,"Idol Master Xenoglossia, Idolmaster Xenoglossia",TV,Original,26,Finished Airing,"Apr 3, 2007 to Sep 25, 2007","{'from': '2007-04-03', 'to': '2007-09-25'}",23 min. per ep.,PG-13 - Teens 13 or older,6.63,4639,5066,2855,17418,30,Spring 2007,Mondays at 02:30 (JST),"{'Adaptation': [{'mal_id': 8140, 'type': 'manga', 'url': 'https://myanimelist.net/manga/8140/Idolmaster_Xenoglossia', 'title': 'Idolmaster Xenoglossia'}], 'Side story': [{'mal_id': 3406, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3406/iDOLMSTER_Xenoglossia_Specials', 'title': 'iDOLM@STER Xenoglossia Specials'}], 'Alternative setting': [{'mal_id': 10278, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10278/The_iDOLMSTER', 'title': 'The iDOLM@STER'}]}",,Sentai Filmworks,Sunrise,"Action, Comedy, Mecha, Sci-Fi",23,2007
1695,Les Misérables: Shoujo Cosette,,Les Miserables: Shoujo Cosette,TV,Novel,52,Finished Airing,"Jan 7, 2007 to Dec 30, 2007","{'from': '2007-01-07', 'to': '2007-12-30'}",24 min. per ep.,G - All Ages,7.97,3427,588,3275,13247,121,Winter 2007,Unknown,"{'Alternative version': [{'mal_id': 5900, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5900/Jean_Valjean_Monogatari', 'title': 'Jean Valjean Monogatari'}, {'mal_id': 26283, 'type': 'anime', 'url': 'https://myanimelist.net/anime/26283/Gin_no_Rousokutate', 'title': 'Gin no Rousokutate'}]}",,,Nippon Animation,"Slice of Life, Historical, Drama, Shoujo",24,2007
1696,Murder Princess,Murder Princess,,OVA,Manga,6,Finished Airing,"Mar 28, 2007 to Aug 29, 2007","{'from': '2007-03-28', 'to': '2007-08-29'}",24 min. per ep.,R - 17+ (violence & profanity),7.1,23357,3210,1660,44460,157,,,"{'Adaptation': [{'mal_id': 954, 'type': 'manga', 'url': 'https://myanimelist.net/manga/954/Murder_Princess', 'title': 'Murder Princess'}]}",Marvelous,Funimation,Bee Train,"Action, Adventure, Fantasy",24,2007
1698,Nodame Cantabile,Nodame Cantabile,,TV,Manga,23,Finished Airing,"Jan 12, 2007 to Jun 15, 2007","{'from': '2007-01-12', 'to': '2007-06-15'}",22 min. per ep.,PG-13 - Teens 13 or older,8.41,87363,163,381,198927,4443,Winter 2007,Fridays at Unknown,"{'Adaptation': [{'mal_id': 419, 'type': 'manga', 'url': 'https://myanimelist.net/manga/419/Nodame_Cantabile', 'title': 'Nodame Cantabile'}], 'Side story': [{'mal_id': 3965, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3965/Nodame_Cantabile_Special', 'title': 'Nodame Cantabile Special'}], 'Sequel': [{'mal_id': 4477, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4477/Nodame_Cantabile__Paris-hen', 'title': 'Nodame Cantabile: Paris-hen'}], 'Other': [{'mal_id': 5656, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5656/PuriGorota__Uchuu_no_Yuujou_Daibouken', 'title': 'PuriGorota: Uchuu no Yuujou Daibouken'}, {'mal_id': 29823, 'type': 'anime', 'url': 'https://myanimelist.net/anime/29823/Channel_55_3rd_Season', 'title': 'Channel 5.5 3rd Season'}]}","Dentsu, Genco, Kodansha, Fuji TV, Magic Capsule, Sony Music Entertainment, Fuji Pacific Music Publishing",,J.C.Staff,"Music, Slice of Life, Comedy, Drama, Romance, Josei",22,2007
1699,Romeo x Juliet,Romeo x Juliet,RomeoxJuliet,TV,Book,24,Finished Airing,"Apr 5, 2007 to Sep 26, 2007","{'from': '2007-04-05', 'to': '2007-09-26'}",24 min. per ep.,PG-13 - Teens 13 or older,7.8,48305,885,740,116068,1127,Spring 2007,Unknown,"{'Adaptation': [{'mal_id': 1661, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1661/Romeo_x_Juliet', 'title': 'Romeo x Juliet'}]}","GDH, Kadokawa Shoten, CBC, SKY Perfect Well Think, Happinet Pictures, Sotsu Music Publishing",Funimation,Gonzo,"Drama, Fantasy, Historical, Romance",24,2007
